	drugName	condition	review	rating	date	usefulCount
12559	Elbasvir / grazoprevir	Hepatitis C	"""I started taking Zepatier three days ago! No sides effects till now! I would like to share only this that I feel a slight pain in the back of the head. That&#039;s all for now! I&#039;ll keep my fingers crossed till I finish in 12 weeks! :)
Update: Now, I&#039;ve finish my 3rd week of the treatment! No sides effects, even my blood test is brilliant! I&#039;ll inform you when I finish my 8 week!Update:
Incredible!!!!!!!!!!! On my 31st day, the virus is undetectable! Before start taking Zepatier I had 4.796.191 viral load, now the results are negative! No side effects! Zepatier is working very well! Thank you Zepatier!"""	10	5-Oct-17	8
83734	Clomiphene	emale Infertility	"""I took Clomid for the first time last month. My husband and I tried for a year. I have a blocked Fallopian tube. I had to use estrogen medicine also because my uterine lining was too thin. Then my doctor had me use HCG shot to stimulate ovulation since Clomid can apparently mess up if/when ovulation occurs. I took the HCG shot over 2 weeks ago. I noticed some weird symptoms a few days ago and I just took multiple pregnancy tests. And I&#039;m pregnant! So Clomid worked great for me so far. Yay!"""	10	1-Jun-16	74
168378	Docusate / senna	"Constipation, Acute"	"""I am a 52 year old women.I was bloating a lot from not pooping..Alls good now...."""	8	14-Nov-15	3
172031	Amitiza	"Constipation, Drug Induced"	"""I had a tummy tuck on Dec 18. The surgery was painful but the constipation from opioids from the surgery was just as bad. My plastic surgeon wasn&#039;t familiar with treating OIC so I called my primary care physician. She gave me Amitiza 24mcg. It took almost two days but it was amazing and I was so thankful. I had to remain on opioids for three weeks and the Amitiza worked so well I haven&#039;t had any issues!! Thank you Amitiza!!!"""	10	12-Jan-16	35
144224	Etonogestrel	Birth Control	"""My experience during the nexplon is great not a pregnancy yet.  My only issue is it causes me too much bleeding. I get my periods from every other week up to 1 month up to 3 month . And it ruins My sex life"""	10	27-May-16	1
109866	Nexplanon	Birth Control	"""I&#039;ve had mine for over a year and noticed the weight gain, mood swings, but no acne. My body adjusted quick and I lost the weight. The only issue I&#039;ve had is every time my boyfriend and I have sex, I spot the next day for less than a week. Other than those issues I love it and recommend it to all of my friends!"""	6	19-Jun-16	1
216434	Sildenafil	Erectile Dysfunction	"""Awesome!  My new boyfriend has a few issues; I believe it is all mental because of the bad relationships in the past.  He ordered this and then was prescribed this.  I told him he will go broke and he said it is sooooo worth it.  I orgasm every time, sometimes twice, and he does too.  Wow."""	10	14-Oct-15	14
9116	Lo Loestrin Fe	Birth Control	"""I am always bleeding between periods, I&rsquo;ve also gained 15 pounds and on a skinny girl it&rsquo;s very noticeable! My acne hasn&rsquo;t got worse or better. And now I&rsquo;m not getting my period when I should be. I am experiencing depression where I don&rsquo;t want to be around anyone I don&rsquo;t want to eat because I&rsquo;m gaining so much weight I&rsquo;m stuck in my head and lashing out at people. I&rsquo;m not my normal self. I wish I found a pill that rids my acne and doesn&rsquo;t affect my weight or sex drive.."""	2	26-Oct-17	5
111410	Ledipasvir / sofosbuvir	Hepatitis C	"""Had hep-c since early 70s and cirrhosis for the last 20 yrs. Tried interferon and riboviron which   had to stop treatments due to side effects that was terrible. Got on transplant list in Oct of 2014 and received a new liver on 19 Dec 2014. I was really blessed. Hep-c  was on a mission to destroy new liver but after 4 weeks of harvoni virus is undetectable .  Another blessing. Am still on treatments for 8 more weeks but 0 side effects so no problem."""	10	18-Sep-15	36
64089	Sertraline	Panic Disorde	"""These reviews helped me so much when I first started Zoloft over 5 weeks ago that I wanted to post my experience.  After several weeks of increasingly worsening panic attacks at work, I ended up in the hospital. A year ago my psych Dr switched me from cymbalta to a mood stabilizer and things were good until November as stress at work increased.  I was depending on too much bromazepam to get through the day.  My GP started me on 50 mg of Zoloft and my anxiety was so bad also tremors for 4 weeks I was sure I would have to quit working or cut my hours.  But this Monday on week 5 was amazing.  I still have some anxiety but I seem to be able to handle it now.  It&#039;s like I have my confidence back. Good luck!"""	10	23-Mar-17	28
217014	Oxcarbazepine	Trigeminal Neuralgia	"""66 YO caucasian, male. Developed MS @22-23, diagnosed @30. Developed trigeminal neuralgia in 3/2014 lasting 7 days. Started on Carbamazepin 7/2014. TN returned 8/2015; constant ever since. Had microvascular decompression surgery on 6/3/2016. Pain ceased for 19 days after surgery then returned as severe as before. Surgery recovery was painful, left me weak, disoriented &amp; less mobile. Neurologist changed Rx: from Carbamazepine to Oxcarbazepine (300 mg, twice daily) 6 days ago. Deep facial lancinating pain has remissed but still have burning, electric jolting pain in upper lip and cheek. Also taking Tramadol HCL (50mg, once daily) which seems to help. Carbamazepine never worked. Oxcarbazepine/Tramadol combo seems effective."""	7	18-Jul-16	15
171349	Wellbutrin	Depression	"""Started taking it and I slept well at night and awoke early around 5 to start my day happily. But come 8 am and I am drowsy and needed to take already two hrs nap. Awake and resume
My day with not much difficulties. Than st 2 pm again I needed  a nap? So how was I gonna make it to work and my appointments too ? I went cold turkey. Felt much better after that. Only to crash again. I did try other anti depressants including pristique. But I suffered with insomnia with these meds.  I know I need to start again but so confused if I should resume welbutrin"""	4	13-Jan-17	15
60050	NuvaRing	Birth Control	"""I have been on pills for years, and in 2012 I tried Mirena. I had cramps and terrible side effects all the time and just had it taken out last month because I have gained around 10lbs in my stomach area. I have been on Nuvaring for about 2 weeks and so far it&#039;s way better. As soon as Mirena was removed my weird stomach pains stopped, but I&#039;m still trying to lose the extra weight. 

"""	7	3-Apr-14	9
131041	Levonorgestrel	Birth Control	"""I had the Mirena put in almost a year ago. Insertion was a breeze next to no cramping. My periods have remained heavy and do not show signs of stopping. Have gained about 30 pounds have acne and headaches and backache, so now I am wondering what is next. My doctor would not take it out and wanted me to remain on it for a year. It is almost a year so I am finding a new doctor and getting it taken out."""	1	18-Jan-10	10
17083	Phillips' Milk of Magnesia	Constipation	"""Drinking a few extra 16oz bottles of water during the period after taking the Milk of Magnesia will help stop the painful hard stools constipation usually brings. It will help ease the release. There can be different amount of time you can expect the recommended dosage to work. For me it&#039;s best taken on an empty stomach. No food for 4 hours or more helps speed the desired effect. If it&#039;s been several days since you normally have movements it will also take longer for the effects to begin. Drink water, as much as you possibly can. If diarrhea occurs cut back on water. Take the prescribed dose, not more. Drinking lots of water along with sufficient fiber in my diet has become much easier than fighting with constant constipation."""	9	9-Jan-14	120
